system,game_name,ch_name,id,size
nds,Fujimori Midori no Let's Tarot - Anata mo Kyou kara Uranaishi (Japan),藤森绿的Let's 塔罗牌（日版）,NDS#2011,32.49MB
nds,Fukoumori - Molily no Unhappy Project (Japan),蝙蝠猫莉-猫莉的恶作剧之旅（日版）,NDS#2012,11.23MB
nds,Fullmetal Alchemist - Dual Sympathy (Europe),钢之炼金术师-双重羁绊（欧版）,NDS#2013,23.42MB
nds,Fullmetal Alchemist - Dual Sympathy (USA),钢之炼金术师-双重羁绊（美版）,NDS#2014,23.41MB
nds,Fullmetal Alchemist - Trading Card Game (USA),钢之炼金术士-卡片对战游戏（美版）,NDS#2015,21.52MB
nds,Fushigi Kagaku - Nazotoki Quiz Training - Nazotore (Japan),神奇科学-猜谜训练（日版）,NDS#2016,14.95MB
nds,Fushigi no Dungeon - Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso (Japan),不可思议的迷宫-风来的西林4 神之眼与恶魔之肚脐（日版）,NDS#2017,16.81MB
nds,Fushigi no Dungeon - Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice (Japan),不可思议的迷宫风来的西林5-命运之塔与命运骰子（日版）,NDS#2018,19.41MB
nds,Fushigi no Dungeon - Fuurai no Shiren DS (Japan),不可思议的迷宫-风来之西林DS（日版）,NDS#2019,6.25MB
nds,Fushigi no Dungeon - Fuurai no Shiren DS 2 - Sabaku no Majou (Japan),不可思议的迷宫-风来之西林2 砂漠的魔城（日版）,NDS#2020,11.65MB
nds,Fushigi Yuugi DS (Japan),梦幻游戏DS（日版）,NDS#2021,157.88MB
nds,Futari wa PreCure Max Heart - Danzen! DS de PreCure - Chikara o Awasete Dai-battle!! (Japan),美丽祭祀二人组-满心-合力大作战（日版）,NDS#2022,18.53MB
nds,Futari wa PreCure Splash Star - Panpaka Game de Zekkouchou! (Japan),美丽祭师二人组（日版）,NDS#2023,13.12MB
nds,futureU - The Prep Game for SAT (USA),为了大学-星期六的预习游戏（美版）,NDS#2024,4.19MB
nds,Fuuun! Dairoujou (Japan),风云-大笼城（日版）,NDS#2025,2.59MB
nds,Fuyu no Sonata DS (Japan) (NDSi Enhanced),,NDS#2026,190.96MB
nds,"G-Force (Europe) (De,It)","鼠胆妙算（欧版） (De,It)",NDS#2027,51.21MB
nds,"G-Force (Europe) (En,Fr,Es,Nl)","鼠胆妙算（欧版） (En,Fr,Es,Nl)",NDS#2028,51.21MB
nds,"G-Force (Europe) (En,Sv,No,Da)","鼠胆妙算（欧版） (En,Sv,No,Da)",NDS#2029,51.21MB
nds,"G-Force (USA) (En,Fr,Es)","鼠胆妙算（美版） (En,Fr,Es)",NDS#2030,55.40MB
nds,G.G Series Collection+ (Japan),G.G系列精选（日版）,NDS#2031,23.37MB
nds,"G.I. Joe - The Rise of Cobra (Europe) (En,Fr,De,Es,It)","特种部队 - 眼镜蛇的崛起（欧版） (En,Fr,De,Es,It)",NDS#2032,18.30MB
nds,"G.I. Joe - The Rise of Cobra (USA) (En,Fr,Es)","特种部队 - 眼镜蛇的崛起（美版） (En,Fr,Es)",NDS#2033,18.31MB
nds,G6DS Real (World) (Unl),,NDS#2034,63.27KB
nds,Gabu Gabu Planet (Japan),贪吃星球（日版）,NDS#2035,11.07MB
nds,Gachapin Challenge DS (Japan),卡奇宾大挑战DS（日版）,NDS#2036,14.33MB
nds,Gachapin Nikki DS (Japan),咖查宾日记DS（日版）,NDS#2037,16.19MB
nds,Gaitame Baibai Trainer - Kabutore FX (Japan),外汇交易训练器 FX（日版）,NDS#2038,9.82MB
nds,Gakken - Chuugokugo Zanmai DS (Japan),学研-中国语三昧DS（日版）,NDS#2039,43.74MB
nds,Gakken - Thai-Go Indonesia-Go Zanmai DS (Japan),,NDS#2040,19.18MB
nds,Gakken Chuugokugo Zanmai DS - Kiki & Kaki Training (Japan) [b],,NDS#2041,28.36MB
nds,Gakken DS - Otona no Gakushuu - Kindaichi Sensei no Nihongo Lesson (Japan),学研DS大人的学习-金田一老师的日本语课程（日版）,NDS#2042,17.49MB
nds,Gakken DS - Shin TOEIC Test Kanzen Kouryaku (Japan),学研DS-新托福考试完全攻略（日版）,NDS#2043,57.03MB
nds,Gakken DS - Shin TOEIC Test Kanzen Kouryaku (Japan) (Rev 1),学研DS-新托福考试完全攻略（日版） （修正版 1）,NDS#2044,57.03MB
nds,Gakken Eigo Zanmai DS (Japan),学研英语三昧 DS（日版）,NDS#2045,20.76MB
nds,Gakken Europe 4-kakokugo Zanmai DS (Japan) [b],,NDS#2046,32.90MB
nds,Gakken Hangeul Zanmai DS (Japan),学研韩文自修 DS（日版）,NDS#2047,23.36MB
nds,Gakken Hangul Zanmai DS - Kiki & Kaki Training (Japan),,NDS#2048,32.48MB
nds,Gakken M Bunko Presents - Monoshiri Edo Meijin (Japan),学研M文库出品-博古通今江户名人（日版）,NDS#2049,2.55MB
nds,Gakken Mainichi no Drill DS - Mezase! Miracle Shougaku 1 Nensei (Japan),学研每日训练DS-奇迹小一学生（日版）,NDS#2050,5.69MB
nds,Gakken Mu Henshuubu Kanshuu - Choujou Genshou Research File (Japan),学研MU编辑部监制-超常现象研究档案（日版）,NDS#2051,5.06MB
nds,Gakken Shin TOEIC Test - Kanzen Kouryaku 2 (Japan),,NDS#2052,91.17MB
nds,Gakken Youten Rank Jun Series - Kagaku DS (Japan),学园要点系列-科学DS（日版）,NDS#2053,2.81MB
nds,Gakken Youten Rank Jun Series - Kagaku DS (Japan) (Rev 1),学园要点系列-科学DS（日版） （修正版 1）,NDS#2054,3.35MB
nds,Gakken Youten Rank Jun Series - Nihon no Rekishi DS (Japan),学园要点系列-日本的历史DS（日版）,NDS#2055,2.53MB
nds,Gakken Youten Rank Jun Series - Nihon no Rekishi DS (Japan) (Rev 1),学园要点系列-日本的历史DS（日版） （修正版 1）,NDS#2056,2.53MB
nds,Gakkou no Kaidan DS (Japan),学校怪谈DS（日版）,NDS#2057,5.69MB
nds,Gakkou no Kowai Uwasa - Hanako-san ga Kita!! - Minna no Hanako-san (Japan),学校恐怖传说-花子来了!大家的花子（日版）,NDS#2058,22.65MB
nds,Gakuen Alice - Waku Waku Happy Friends (Japan),学院爱丽丝（日版）,NDS#2059,7.59MB
nds,Gakuen Hetalia DS (Japan) [b],,NDS#2060,363.18MB
nds,"Galactic Taz Ball (Europe) (En,Fr,De,Es,It,Nl)","银河塔兹球（欧版） (En,Fr,De,Es,It,Nl)",NDS#2061,16.76MB
nds,"Galactic Taz Ball (USA) (En,Fr,Es,Pt)","银河塔兹球（美版） (En,Fr,Es,Pt)",NDS#2062,16.76MB
nds,"Galactik Football (Europe) (En,Fr,De,Es,It)","银河系足球世界杯（欧版） (En,Fr,De,Es,It)",NDS#2063,34.45MB
nds,"Galaxy Racers (Europe) (En,Fr,De,Es,It)","银河车手（欧版） (En,Fr,De,Es,It)",NDS#2064,17.30MB
nds,"Galaxy Racers (USA) (En,Fr,De,Es,It)","银河车手（美版） (En,Fr,De,Es,It)",NDS#2065,17.30MB
nds,Galileo (Japan),神探伽利略（日版）,NDS#2066,36.24MB
nds,Galileo Mystery - Die Krone des Midas (Germany),神秘伽利略米达斯王冠（德国版）,NDS#2067,24.07MB
nds,"Game & Watch Collection (Japan) (En,Ja) (Club Nintendo)","game & watch精选集（日版） (En,Ja) (Club Nintendo)",NDS#2068,639.80KB
nds,"Game & Watch Collection (USA, Europe) (Club Nintendo)",game & watch精选集（美版 欧版） (Club Nintendo),NDS#2069,639.21KB
nds,Game & Watch Collection 2 (Japan) (Club Nintendo),game & watch精选集 2（日版） (Club Nintendo),NDS#2070,605.80KB
nds,Game & Watch Collection 2 (USA) (Club Nintendo),game & watch精选集 2（美版） (Club Nintendo),NDS#2071,613.34KB
nds,Game Center CX - Arino no Chousenjou (Japan),游戏中心CX-有野的挑战书（日版）,NDS#2072,6.07MB
nds,Game Center CX - Arino no Chousenjou 2 (Japan),游乐场 CX 有野的挑战书 2（日版）,NDS#2073,20.81MB
nds,Game de Demashita! Powerpuff Girls Z (Japan),飞天小女警Z（日版）,NDS#2074,6.34MB
nds,"Game Hits (Europe) (En,Fr,De,Es,It,Nl)","热门游戏（欧版） (En,Fr,De,Es,It,Nl)",NDS#2075,5.78MB
nds,Game Hits! (USA),,NDS#2076,5.78MB
nds,Gamebook DS - Aquarian Age - Perpetual Period (Japan),游戏书DS-水瓶世纪（日版）,NDS#2077,40.63MB
nds,Gamebook DS - Koukaku no Regios (Japan),游戏书DS-钢壳都市雷吉欧斯（日版）,NDS#2078,17.08MB
nds,Gamebook DS - Sword World 2.0 (Japan),游戏书DS-剑之世界2.0（日版）,NDS#2079,18.70MB
nds,"Games Around the World (USA) (En,Fr)","环游世界（美版） (En,Fr)",NDS#2080,2.94MB
nds,Ganbare Goemon - TokaiDouchuu Ooedo Tengurigaeshi no Maki (Japan),加油伍佑卫门:大江户天狗返还之卷（日版）,NDS#2081,31.18MB
nds,Ganbaru Watashi no Kakei Diary (Japan),加油-我的家计日记（日版）,NDS#2082,5.05MB
nds,Ganbaru Watashi no Kakei Diary (Japan) (Rev 1),加油-我的家计日记（日版） （修正版 1）,NDS#2083,5.05MB
nds,"Gang del Bosco, La (Italy)",篱笆墙外（意大利版）,NDS#2084,22.13MB
nds,Gardening Guide - How to Get Green Fingers (Australia),园艺指南（澳洲版）,NDS#2085,14.66MB
nds,"Gardening Guide - How to Get Green Fingers (Europe) (En,Fr,De)","园艺指南（欧版） (En,Fr,De)",NDS#2086,14.65MB
nds,"Gardening Mama (Europe) (En,Fr,De,Es,It)","园艺妈妈（欧版） (En,Fr,De,Es,It)",NDS#2087,13.75MB
nds,"Gardening Mama (Europe) (En,Fr,De,Es,It) (Rev 1)","园艺妈妈（欧版） (En,Fr,De,Es,It) （修正版 1）",NDS#2088,13.75MB
nds,Gardening Mama (Japan),园艺妈妈（日版）,NDS#2089,13.75MB
nds,Gardening Mama (USA),园艺妈妈（美版）,NDS#2090,13.74MB
nds,"Gardenscapes (Europe) (En,Fr,De,Nl)",,NDS#2091,10.77MB
nds,"Garfield - A Tail of Two Kitties (USA) (En,Fr,Es)","加菲猫-双猫记（美版） (En,Fr,Es)",NDS#2092,4.74MB
nds,"Garfield 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)","加菲猫2（欧版） (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",NDS#2093,4.75MB
nds,"Garfield Gets Real (Europe) (En,Fr,De,Es,It)","加菲猫-现实世界历险记（欧版） (En,Fr,De,Es,It)",NDS#2094,4.81MB
nds,Garfield Gets Real (USA),加菲猫-现实世界历险记（美版）,NDS#2095,4.81MB
nds,"Garfield's Fun Fest (Europe) (En,Fr,De,Es,It)","加菲猫的狂欢节（欧版） (En,Fr,De,Es,It)",NDS#2096,4.98MB
nds,Garfield's Fun Fest (USA),加菲猫的狂欢节（美版）,NDS#2097,4.92MB
nds,"Garfield's Nightmare (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)","加菲猫的噩梦（欧版） (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",NDS#2098,6.25MB
nds,"Garfield's Nightmare (USA) (En,Fr,Es)","加菲猫的噩梦（美版） (En,Fr,Es)",NDS#2099,6.25MB
nds,"Gauntlet (Europe) (En,Fr,De,Es,It) (Proto)",,NDS#2100,24.77MB
nds,"Gauntlet (USA) (En,Fr,Es) (Proto)",,NDS#2101,24.76MB
nds,Gegege no Kitarou - Youkai Daigekisen (Japan),鬼太郎-妖怪大激战（日版）,NDS#2102,8.23MB
nds,"Geheimnis von Dragonville, Das - May's Mystery (Germany)",五月的冒险-消失（德国版）,NDS#2103,31.66MB
nds,Gekifu Bakegyamon - Ayakashi Fighting (Japan),妖逆门（日版）,NDS#2104,15.94MB
nds,Gekikara Nanpure 2500 Mon (Japan),SuperLite2500-麻辣数独2500问（日版）,NDS#2105,4.41MB
nds,Gekitou! Custom Robo (Japan),激斗!组合机器人（日版）,NDS#2106,36.31MB
nds,"Gem Quest - 4 Elements (USA) (En,Fr)","四元素（美版） (En,Fr)",NDS#2107,8.94MB
nds,"Gendai Daisenryaku DS - Isshoku Sokuhatsu, Gunji Balance Houkai (Japan) [b]",现代大战略DS-一触即发-军事平衡崩毁（日版） [b],NDS#2108,21.22MB
nds,"Generator Rex - Agent of Providence (Europe) (En,Fr,De,Es,It)",,NDS#2109,55.95MB
nds,"Generator Rex - Agent of Providence (USA) (En,Fr)",,NDS#2110,55.95MB
nds,"Genio de las Palabras, El (Spain)",单词天才（西班牙版）,NDS#2111,8.82MB
nds,Genmu no Tou to Tsurugi no Okite (Japan),幻雾之塔与剑之法则（日版）,NDS#2112,6.02MB
nds,Gensou Suikoden - Tierkreis (Japan),幻想水浒传-黄道之轮（日版）,NDS#2113,192.75MB
nds,"GEO Wunder Natur Puzzle - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It)","谜 GEO（欧版） (En,Fr,De,Es,It)",NDS#2114,3.48MB
nds,Geojisui Yunmugok (Korea),虚伪轮舞曲（韩国版）,NDS#2115,12.70MB
nds,GEOlino PowerQuiz - Wissen fuer Kinder (Germany),大百科难题（德国版）,NDS#2116,21.98MB
nds,"Geomaster (Europe) (En,Fr,De,Es,It)","世界地图（欧版） (En,Fr,De,Es,It)",NDS#2117,2.82MB
nds,"Geometry Wars - Galaxies (Europe) (En,Fr,De,Es,It)","几何战争-银河（欧版） (En,Fr,De,Es,It)",NDS#2118,23.02MB
nds,Geometry Wars - Galaxies (USA),几何战争-银河（美版）,NDS#2119,23.02MB
nds,"George of the Jungle (Europe) (En,Fr,De,Es,It)","森林泰山（欧版） (En,Fr,De,Es,It)",NDS#2120,14.35MB
nds,George of the Jungle and the Search for the Secret (USA),森林泰山（美版）,NDS#2121,14.09MB
nds,Germany's Next Topmodel - Das Offizielle Spiel zur Show (Germany),德国顶级模特（德国版）,NDS#2122,38.18MB
nds,Germany's Next Topmodel - Das Offizielle Spiel zur Staffel 2009 (Germany),下一个顶尖模特儿（德国版）,NDS#2123,15.72MB
nds,Germany's Next Topmodel - Das Offizielle Spiel zur Staffel 2010 (Germany) (NDSi Enhanced),德国下一个顶级模特 2010（德国版） (NDSi Enhanced),NDS#2124,21.60MB
nds,Germany's Next Topmodel - Das offizielle Spiel zur Staffel 2011! (Germany) (NDSi Enhanced),,NDS#2125,22.41MB
nds,"Gesundheits Coach, Der - Wohlfuehlen Jeden Tag (Germany)",健康教练-每天感觉好极了（德国版）,NDS#2126,14.07MB
nds,"Geurigo, Malhago, Sijakaja! - Monster Farm DS (Korea) [b]",怪物农场 DS（韩国版） [b],NDS#2127,25.66MB
nds,"Geuryeora, Touch! - Naega Mandeuneun Sesang (Korea)",描绘生命（韩国版）,NDS#2128,11.08MB
nds,"Geuryeora, Touch! - SpongeBob Nemobaji (Korea) [b]",描绘生命-海绵宝宝版（韩国版） [b],NDS#2129,8.47MB
nds,Ghost Trick (Japan),幽灵侦探（日版）,NDS#2130,69.44MB
nds,"Ghost Trick - Phantom Detective (Europe) (En,Fr,De,Es,It)","鬼把戏-幻影侦探（欧版） (En,Fr,De,Es,It)",NDS#2131,73.91MB
nds,"Ghost Trick - Phantom Detective (USA) (En,Fr,De,Es,It)","鬼把戏-幻影侦探（美版） (En,Fr,De,Es,It)",NDS#2132,73.91MB
nds,"Ghostbusters - The Video Game (Europe) (En,Fr,De,Es,It,Nl)","捉鬼敢死队（欧版） (En,Fr,De,Es,It,Nl)",NDS#2133,25.72MB
nds,"Ghostbusters - The Video Game (USA) (En,Fr,Es)","捉鬼敢死队（美版） (En,Fr,Es)",NDS#2134,25.72MB
nds,"Giana Sisters DS (Europe) (En,Fr,De,Es,It)","吉安娜姐妹 DS（欧版） (En,Fr,De,Es,It)",NDS#2135,4.15MB
nds,Giana Sisters DS (USA),吉安娜姐妹 DS（美版）,NDS#2136,4.07MB
nds,Gijeogui 100-kan Gyesanbeop (Korea) [b],神奇 100 个计算题（韩国版） [b],NDS#2137,2.42MB
nds,Gijutsu Hyouronsha Kanshuu - Kihonjouhou Gijutsusha DS (Japan) [b],,NDS#2138,42.14MB
nds,"Gilde DS, Die (Europe) (En,Fr,De)","协会（欧版） (En,Fr,De)",NDS#2139,20.43MB
nds,Gina-Lisa Powershopping (Germany),吉娜-丽莎-购物狂（德国版）,NDS#2140,18.54MB
nds,Ginga Tetsudou 999 DS (Japan),银河铁道999DS（日版）,NDS#2141,69.79MB
nds,Gintama - Gintama Quest - Gin-san ga Tenshoku shitari Sekai o Sukuttari (Japan),银魂-银玉谜题-小银转职拯救世界（日版）,NDS#2142,28.53MB
nds,Gintama - Gintoki vs Hijikata! - Kabukichou Gintama Daisoudatsusen!! (Japan),银魂-银时对土方!银玉大争夺战!!（日版）,NDS#2143,25.21MB
nds,Gintama - Gintoki vs Hijikata! - Kabukichou Gintama Daisoudatsusen!! (Japan) (Rev 1),银魂-银时对土方!银玉大争夺战!!（日版） （修正版 1）,NDS#2144,25.21MB
nds,Gintama DS - Yorozuya Daisoudou (Japan),银魂DS-万事屋大骚动（日版）,NDS#2145,10.18MB
nds,"Girl Time - Everything You Need for a Hip, Happening Life! (USA)",女孩时间（美版）,NDS#2146,4.78MB
nds,Girls Life - Fashion Addict (Europe) (Beta),女孩生活-时尚触摸（欧版） （测试版）,NDS#2147,29.78MB
nds,"Girls Life - Fashion Addict (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced)","女孩生活-时尚触摸（欧版） (En,Fr,De,Es,It,Nl) (NDSi Enhanced)",NDS#2148,67.40MB
nds,"Girls Life - Fashion Addict (Europe, Australia) (Beta)","女孩生活-时尚触摸(Europe, Australia) （测试版）",NDS#2149,55.41MB
nds,"Girls Life - Jewellery Style (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced)","女孩生活-时尚珠宝（欧版） (En,Fr,De,Es,It,Nl) (NDSi Enhanced)",NDS#2150,14.09MB
nds,"Girls Life - Makeover (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced)","女孩生活-化妆（欧版） (En,Fr,De,Es,It,Nl) (NDSi Enhanced)",NDS#2151,10.71MB
nds,"Girls Only (Europe) (En,Fr,De,Es,It,Nl)","女生专属（欧版） (En,Fr,De,Es,It,Nl)",NDS#2152,4.68MB
nds,Girls Only (USA),女生专属（美版）,NDS#2153,4.70MB
nds,Glory Days - Yuugeki no Hero (Japan),荣誉日-游击英雄（日版）,NDS#2154,10.69MB
nds,"Glory Days 2 (Europe) (En,Fr,De,Es,It)","荣誉日2（欧版） (En,Fr,De,Es,It)",NDS#2155,10.84MB
nds,"Glory Days 2 (USA) (En,Fr,Es)","荣誉日2（美版） (En,Fr,Es)",NDS#2156,10.83MB
nds,Glory of Heracles (USA),海格力斯的荣光-魂之证明（美版）,NDS#2157,41.87MB
nds,Glory of Heracles (USA) (Demo) (Kiosk),海格力斯的荣光-魂之证明（美版） （演示版） （商店演示版）,NDS#2158,22.03MB
nds,"Go West! - A Lucky Luke Adventure (Europe) (En,Fr,De,Es,It,Nl)","幸运的路克-独闯西部（欧版） (En,Fr,De,Es,It,Nl)",NDS#2159,21.77MB
nds,"Go! Go! Cosmo Cops! (Europe) (En,Fr,De,Es,It)","加油!宇宙战警!（欧版） (En,Fr,De,Es,It)",NDS#2160,12.71MB
nds,"Go, Diego, Go! - Great Dinosaur Rescue (Europe) (En,Fr,Nl)","徒步旅行救助队-恐龙大拯救（欧版） (En,Fr,Nl)",NDS#2161,9.02MB
nds,"Go, Diego, Go! - Great Dinosaur Rescue (USA)",徒步旅行救助队-恐龙大拯救（美版）,NDS#2162,5.78MB
nds,"Go, Diego, Go! - Safari Rescue (Europe)",徒步旅行抢救队（欧版）,NDS#2163,5.91MB
nds,"Go, Diego, Go! - Safari Rescue (Europe) (En,Fr)","徒步旅行抢救队（欧版） (En,Fr)",NDS#2164,7.66MB
nds,"Go, Diego, Go! - Safari Rescue (Europe) (En,Fr,Nl)","徒步旅行抢救队（欧版） (En,Fr,Nl)",NDS#2165,9.27MB
nds,"Go, Diego, Go! - Safari Rescue (USA)",徒步旅行抢救队（美版）,NDS#2166,5.91MB
nds,"Godzilla Unleashed (Europe) (En,Fr,De,Es,It)","哥斯拉-能量释放（欧版） (En,Fr,De,Es,It)",NDS#2167,26.06MB
nds,Godzilla Unleashed - Double Smash (USA),哥斯拉-能量释放（美版）,NDS#2168,26.06MB
nds,"Gogo's Crazy Bones (Europe) (En,Fr)",,NDS#2169,2.59MB
nds,Gogo's Crazy Bones (USA),,NDS#2170,2.57MB
nds,Gokujou!! Mecha Mote Iinchou - Girls 'Mote Kawa' Box (Japan),恋爱班长（日版）,NDS#2171,13.62MB
nds,"Gokujou!! Mecha Mote Iinchou - Mecha Mote Days, Hajimemasuwa! (Japan)",恋爱班长迷人生活开始（日版）,NDS#2172,5.21MB
nds,Gokujou!! Mecha Mote Iinchou - MM My Best Friend! (Japan) (NDSi Enhanced),,NDS#2173,38.25MB
nds,Gokujou!! Mecha Mote Iinchou - MM Town de Miracle Change! (Japan),恋爱班长-MM镇的奇迹转变（日版）,NDS#2174,26.83MB
nds,Golden Balls (Europe),财富金球（欧版）,NDS#2175,10.75MB
nds,"Golden Compass, The (USA) (En,Fr,De,Es,It)","黄金罗盘（美版） (En,Fr,De,Es,It)",NDS#2176,13.57MB
nds,"Golden Compass, The - The Official Videogame (Europe) (En,Fr,De,Es,It)","黄金罗盘（欧版） (En,Fr,De,Es,It)",NDS#2177,13.58MB
nds,"Golden Compass, The - The Official Videogame (Europe) (En,Nl,Sv,No,Da)","黄金罗盘（欧版） (En,Nl,Sv,No,Da)",NDS#2178,13.51MB
nds,"Golden Nugget Casino DS (Europe) (En,Fr,De)","职业赌场DS（欧版） (En,Fr,De)",NDS#2179,10.94MB
nds,Golden Nugget Casino DS (USA),职业赌场DS（美版）,NDS#2180,10.09MB
nds,"Golden Sun - Dark Dawn (Europe) (En,Fr,De,Es,It)","黄金的太阳-漆黑的黎明（欧版） (En,Fr,De,Es,It)",NDS#2181,124.90MB
nds,"Golden Sun - Dark Dawn (Europe) (En,Fr,De,Es,It) (Demo) (Kiosk)","黄金的太阳-漆黑的黎明（欧版） (En,Fr,De,Es,It) （演示版） （商店演示版）",NDS#2182,52.57MB
nds,Golden Sun - Dark Dawn (USA) (Demo) (Kiosk),黄金的太阳-漆黑的黎明（美版） （演示版） （商店演示版）,NDS#2183,52.55MB
nds,"Golden Sun - Dark Dawn (USA, Australia) (En,Es)","黄金的太阳-漆黑的黎明（美版 澳洲版） (En,Es)",NDS#2184,123.31MB
nds,"Goldene Amulett des Pharao, Das (Europe) (En,Fr,De,Es,It)","法老的护身符（欧版） (En,Fr,De,Es,It)",NDS#2185,8.37MB
nds,GoldenEye - Au Service du Mal (France),007黄金眼-黑帮情报员（法国版）,NDS#2186,6.22MB
nds,GoldenEye - Dark Agent DS (Japan),黄金眼：黑帮情报员（日版）,NDS#2187,6.16MB
nds,GoldenEye - Rogue Agent (Europe),007 黄金眼（欧版）,NDS#2188,6.17MB
nds,GoldenEye - Rogue Agent (USA),007 黄金眼（美版）,NDS#2189,6.18MB
nds,GoldenEye 007 (Canada),黄金眼007（加拿大版）,NDS#2190,33.04MB
nds,GoldenEye 007 (France),黄金眼007（法国版）,NDS#2191,33.04MB
nds,GoldenEye 007 (Germany),黄金眼007（德国版）,NDS#2192,33.05MB
nds,GoldenEye 007 (Italy),黄金眼007（意大利版）,NDS#2193,33.28MB
nds,GoldenEye 007 (Spain),黄金眼007（西班牙版）,NDS#2194,32.92MB
nds,GoldenEye 007 (United Kingdom),黄金眼007(United Kingdom),NDS#2195,33.49MB
nds,GoldenEye 007 (USA),黄金眼007（美版）,NDS#2196,33.49MB
nds,Golgo 13 - File G13 o Oe (Japan),哥尔哥 13 追查 G13 档案（日版）,NDS#2197,14.96MB
nds,Goosebumps HorrorLand (Europe),鸡皮疙瘩恐怖乐园（欧版）,NDS#2198,24.80MB
nds,Goosebumps HorrorLand (USA),鸡皮疙瘩恐怖乐园（美版）,NDS#2199,24.88MB
nds,GoPets - Vacation Island! (USA),宠物向前冲-渡假小岛（美版）,NDS#2200,8.37MB
nds,"Gormiti - The Lords of Nature! (Europe) (En,Fr,De,Es,It)","高米迪战士-自然之王（欧版） (En,Fr,De,Es,It)",NDS#2201,45.16MB
nds,"Gormiti - The Lords of Nature! (USA) (En,Fr,De,Es,It)","高米迪战士-自然之王（美版） (En,Fr,De,Es,It)",NDS#2202,45.16MB
nds,Gotouchi Kentei DS (Japan),当地检定DS（日版）,NDS#2203,31.93MB
nds,Gotouchi Kentei DS (Japan) (Rev 1),当地检定DS（日版） （修正版 1）,NDS#2204,40.89MB
nds,Gouma Reifu Den Izuna (Japan),降魔灵符传-伊津奈（日版）,NDS#2205,4.95MB
nds,Gouma Reifu Den Izuna Ni (Japan),降魔灵符传-贰（日版）,NDS#2206,18.93MB
nds,"Gourmet Chef - Cook Your Way to Fame (USA) (En,Fr,Es)","美食家厨师（美版） (En,Fr,Es)",NDS#2207,7.99MB
nds,"Grand Galop (Europe) (En,Fr)","马鞍俱乐部（欧版） (En,Fr)",NDS#2208,4.24MB
nds,"Grand Theft Auto - Chinatown Wars (Europe) (En,Fr,De,Es,It)","侠盗猎车手-中国城之战（欧版） (En,Fr,De,Es,It)",NDS#2209,58.47MB
nds,Grand Theft Auto - Chinatown Wars (Japan),侠盗猎车手-中国城之战（日版）,NDS#2210,57.61MB
nds,"Grand Theft Auto - Chinatown Wars (USA) (En,Fr,De,Es,It)","侠盗猎车手-中国城之战（美版） (En,Fr,De,Es,It)",NDS#2211,58.12MB
nds,Grand Trucker Aniki - Shigoto to Kenka to Koi Moyou (Japan),大卡车大哥大-工作-打架与恋爱（日版）,NDS#2212,18.60MB
nds,Grease - The Official Video Game (Europe) (NDSi Enhanced),油脂劲歌热舞（欧版） (NDSi Enhanced),NDS#2213,39.73MB
nds,Grease - The Official Video Game (USA) (NDSi Enhanced),油脂劲歌热舞（美版） (NDSi Enhanced),NDS#2214,39.73MB
nds,"Green Lantern - Rise of the Manhunters (Europe) (En,Fr,De,Es,It,Nl)","绿灯侠-猎人的崛起（欧版） (En,Fr,De,Es,It,Nl)",NDS#2215,37.52MB
nds,"Green Lantern - Rise of the Manhunters (USA) (En,Fr,De,Es,It,Nl)","绿灯侠-猎人的崛起（美版） (En,Fr,De,Es,It,Nl)",NDS#2216,37.52MB
nds,Greg Hastings' Tournament Paintball Max'd (Europe),格雷格'黑斯廷斯的彩弹巡回赛（欧版）,NDS#2217,77.93MB
nds,Greg Hastings' Tournament Paintball Max'd (USA),格雷格'黑斯廷斯的彩弹巡回赛（美版）,NDS#2218,75.60MB
nds,"Gremlins - Gizmo (USA) (En,Fr,Es,Pt)",,NDS#2219,39.52MB
nds,"Gremlins - Gizmo (USA) (En,Fr,Es,Pt) (Beta)",,NDS#2220,43.21MB
nds,"Grey's Anatomy - The Video Game (Europe) (En,Fr,De,Es,It)","实习医生格蕾（欧版） (En,Fr,De,Es,It)",NDS#2221,29.60MB
nds,"Grey's Anatomy - The Video Game (USA) (En,Fr,Es)","实习医生格蕾（美版） (En,Fr,Es)",NDS#2222,29.60MB
nds,"Grid (USA) (En,Fr,Es)","超级房车赛：起点（美版） (En,Fr,Es)",NDS#2223,36.29MB
nds,GripsKids - Deutsch (Germany),扣题小子（德国版）,NDS#2224,9.87MB
nds,"GripsKids - Mathematik (Europe) (En,Fr,De,It)","算术训练员（欧版） (En,Fr,De,It)",NDS#2225,8.13MB
nds,GripsKids - Sachkunde (Germany),儿童必备知识全书（德国版）,NDS#2226,8.62MB
